tradeline_id,report_id,creditor_name,account_reference,account_type,account_status_raw,section_group,date_opened,date_reported,last_activity_date,high_credit,credit_limit,balance,past_due_amount,late_30_count,late_60_count,late_90_count,bureau_source,credit_utilization_ratio,account_age_months,is_derogatory_flag
12913,1297,Chase,ACCT0012913,Mortgage,CUR WAS 30,DEROGATORY,2012-05-14,2023-02-12,2022-09-06,439033,439033,285317,97158,3,0,0,TU/EF,0.6499,130,1
12914,1297,Sallie Mae,ACCT0012914,Installment,CUR WAS 60,DEROGATORY,2017-05-02,2023-02-08,2022-10-24,41865,0,7010,1737,2,1,0,XP/TU,,70,1
12915,1297,Midland Credit,ACCT0012915,Auto,AS AGREED,OPEN,2015-09-12,2023-02-24,2023-01-08,26707,0,22865,0,0,0,0,TU,,90,0
12916,1297,Barclays,ACCT0012916,Auto,AS AGREED,OPEN,2019-09-14,2023-02-17,2022-11-16,21206,0,9356,0,0,0,0,XP/TU/EF,,42,0
12917,1297,Regions Bank,ACCT0012917,Other,PAID,CLOSED,2012-06-20,2023-02-28,2022-09-30,300,300,0,0,0,0,0,XP,0.0,129,0
12918,1297,Pennymac,ACCT0012918,Installment,AS AGREED,OPEN,2017-12-16,2023-02-12,2022-10-22,44765,0,36365,0,0,0,0,XP/EF,,63,0
12919,1297,Chase,ACCT0012919,Revolving,CUR WAS 60,DEROGATORY,2016-04-22,2023-02-07,2023-01-13,10000,10000,9859,714,4,3,0,XP/EF,0.9859,83,1
12920,1298,Synchrony,ACCT0012920,Installment,CUR WAS 90,DEROGATORY,2016-06-22,2023-07-19,2023-04-23,18773,0,3237,859,1,1,2,TU/EF,,86,1
12921,1298,LendingClub,ACCT0012921,Revolving,CUR WAS 90,DEROGATORY,2016-05-29,2023-07-24,2023-04-01,2000,2000,2100,517,1,3,2,XP/EF,1.05,87,1
12922,1298,USAA,ACCT0012922,Other,CUR WAS 30,DEROGATORY,2020-03-31,2023-07-24,2023-07-22,7500,7500,5421,671,4,0,0,EF,0.7228,41,1
12923,1298,Ford Motor Credit,ACCT0012923,Auto,CUR WAS 30,DEROGATORY,2022-06-03,2023-08-17,2023-05-07,15757,0,13049,-327,3,0,0,TU/EF,,14,1
12924,1298,Wells Fargo,ACCT0012924,Auto,AS AGREED,OPEN,2011-07-21,2023-07-09,2023-02-03,38816,0,25421,0,0,0,0,EF,,145,0
12925,1298,Jefferson Capital,ACCT0012925,Auto,CUR WAS 60,DEROGATORY,2021-07-25,2023-08-05,2023-06-17,31911,0,17670,1892,1,2,0,XP/TU/EF,,25,1
12926,1298,Pennymac,ACCT0012926,Mortgage,CUR WAS 90,DEROGATORY,2023-03-30,2023-07-17,2023-06-15,182749,182749,85629,7139,3,1,2,XP,0.4686,5,1
12927,1298,Bank of America,ACCT0012927,Auto,CUR WAS 30,DEROGATORY,2016-11-17,2023-07-26,2023-03-10,61927,0,7621,1274,1,0,0,XP/EF,,81,1
12928,1298,SoFi,ACCT0012928,Mortgage,CLOSED,CLOSED,2012-05-14,2023-08-17,2023-02-11,561471,561471,0,0,0,0,0,XP,0.0,135,0
12929,1298,TD Bank,ACCT0012929,Auto,PAID,CLOSED,2009-09-28,2023-08-22,2023-03-14,36565,0,0,0,0,0,0,XP,,167,0
12930,1298,Capital One,ACCT0012930,Auto,COLLECTION,DEROGATORY,2023-05-24,2023-07-27,2023-03-08,20256,0,10717,10717,1,3,2,XP/EF,,3,1
12931,1298,KeyBank,ACCT0012931,Revolving,AS AGREED,OPEN,2019-11-09,2023-08-05,2023-04-23,15000,15000,16471,0,0,0,0,XP/EF,1.0981,45,0
12932,1298,GEMB/JCP,ACCT0012932,Revolving,AS AGREED,OPEN,2020-11-10,2023-08-05,2023-06-03,1000,1000,859,0,0,0,0,XP/EF,0.859,33,0
12933,1298,American Express,ACCT0012933,Revolving,CHARGE OFF,DEROGATORY,2020-08-29,2023-07-08,2023-03-24,3000,3000,2917,2917,7,3,3,XP/EF,0.9723,36,1
12934,1299,Santander,ACCT0012934,Mortgage,COLLECTION,DEROGATORY,2014-10-19,2023-08-06,2023-03-07,297579,297579,227453,227453,4,2,2,XP/TU,0.7643,107,1
12935,1299,Verizon,ACCT0012935,Other,CUR WAS 30,DEROGATORY,2018-03-05,2023-09-02,2023-04-02,5000,5000,2276,432,2,0,0,XP/EF,0.4552,66,1
12936,1299,Wells Fargo,ACCT0012936,Installment,CHARGE OFF,DEROGATORY,2019-03-18,2023-08-13,2023-05-22,13071,0,12684,12684,4,3,4,XP,,54,1
12937,1299,Verizon,ACCT0012937,Installment,CUR WAS 60,DEROGATORY,2011-11-01,2023-08-04,2023-03-11,35505,0,28671,8421,2,3,0,XP/TU/EF,,142,1
12938,1299,Midland Credit,ACCT0012938,Installment,COLLECTION,DEROGATORY,2009-04-01,2023-09-11,2023-07-26,54550,0,27364,27364,2,2,1,XP,,173,1
12939,1299,SoFi,ACCT0012939,Revolving,PAID,CLOSED,2014-02-19,2023-08-16,2023-04-09,15000,15000,0,0,0,0,0,EF,0.0,115,0
12940,1299,Chase,ACCT0012940,Mortgage,CUR WAS 30,DEROGATORY,2012-06-30,2023-08-02,2023-06-12,380051,380051,206519,41655,1,0,0,TU,0.5434,135,1
12941,1300,LVNV Funding,ACCT0012941,Revolving,CUR WAS 60,DEROGATORY,2012-09-27,2024-06-15,2024-03-12,1500,1500,1253,82,3,1,0,XP/TU/EF,0.8353,141,1
12942,1300,Chase,ACCT0012942,Installment,CUR WAS 90,DEROGATORY,2010-05-19,2024-06-14,2024-01-06,53289,0,19050,6157,4,2,2,XP/EF,,169,1
12943,1300,PNC Bank,ACCT0012943,Auto,CUR WAS 30,DEROGATORY,2020-02-02,2024-05-06,2023-12-21,10326,0,3998,1099,1,0,0,XP/TU/EF,,52,1
12944,1300,Midland Credit,ACCT0012944,Mortgage,AS AGREED,OPEN,2011-08-24,2024-05-31,2024-02-20,511204,511204,146836,0,0,0,0,XP,0.2872,154,0
12945,1300,Navient,ACCT0012945,Revolving,COLLECTION,DEROGATORY,2023-07-30,2024-05-10,2024-02-27,15000,15000,5974,5974,5,0,2,XP/TU,0.3983,11,1
12946,1300,Chase,ACCT0012946,Installment,AS AGREED,OPEN,2021-07-21,2024-06-11,2024-02-20,44029,0,20633,0,0,0,0,XP/TU/EF,,35,0
12947,1301,Regions Bank,ACCT0012947,Mortgage,AS AGREED,OPEN,2015-10-17,2022-01-13,2021-07-18,540648,540648,94483,0,0,0,0,TU/EF,0.1748,75,0
12948,1301,GTE Southwest,ACCT0012948,Mortgage,PAID,CLOSED,2021-10-18,2021-12-24,2021-10-28,100041,100041,0,0,0,0,0,TU,0.0,3,0
12949,1301,Pennymac,ACCT0012949,Auto,AS AGREED,OPEN,2018-04-03,2021-12-23,2021-07-10,53251,0,41257,0,0,0,0,XP/EF,,45,0
12950,1301,Sallie Mae,ACCT0012950,Mortgage,AS AGREED,OPEN,2013-08-29,2021-12-30,2021-10-01,468916,468916,161567,0,0,0,0,TU/EF,0.3446,101,0
12951,1301,Fifth Third,ACCT0012951,Installment,AS AGREED,OPEN,2018-08-08,2022-01-07,2021-11-03,64299,0,51806,0,0,0,0,XP/TU,,41,0
12952,1301,Barclays,ACCT0012952,Auto,AS AGREED,OPEN,2010-01-05,2021-12-22,2021-09-24,6123,0,3759,0,0,0,0,EF,,144,0
12953,1301,Portfolio Recovery,ACCT0012953,Installment,CLOSED,CLOSED,2020-09-10,2021-12-20,2021-07-29,13071,0,0,0,0,0,0,TU/EF,,16,0
12954,1301,Regions Bank,ACCT0012954,Auto,CLOSED,CLOSED,2010-10-18,2021-12-28,2021-11-18,40155,0,0,0,0,0,0,XP/TU,,135,0
12955,1301,Capital One,ACCT0012955,Mortgage,PAID,CLOSED,2014-05-08,2022-01-06,2021-08-04,469453,469453,0,0,0,0,0,XP/EF,0.0,92,0
12956,1302,Sallie Mae,ACCT0012956,Mortgage,AS AGREED,OPEN,2016-01-03,2022-05-01,2021-10-17,551679,551679,114346,0,0,0,0,EF,0.2073,76,0
12957,1302,Upgrade,ACCT0012957,Mortgage,AS AGREED,OPEN,2012-06-26,2022-04-10,2022-01-13,193504,193504,150708,0,0,0,0,XP,0.7788,119,0
12958,1302,Wells Fargo,ACCT0012958,Other,AS AGREED,OPEN,2009-08-19,2022-04-24,2022-02-21,1500,1500,690,0,0,0,0,XP,0.46,153,0
12959,1302,Cavalry Portfolio,ACCT0012959,Revolving,AS AGREED,OPEN,2011-08-28,2022-03-29,2022-03-07,5000,5000,1076,0,0,0,0,XP/TU/EF,0.2152,129,0
12960,1302,Ally Financial,ACCT0012960,Revolving,AS AGREED,OPEN,2017-04-05,2022-03-24,2021-11-28,300,300,6,0,0,0,0,TU,0.02,61,0
12961,1302,Fifth Third,ACCT0012961,Installment,AS AGREED,OPEN,2018-09-23,2022-04-19,2021-11-27,14917,0,3706,0,0,0,0,EF,,44,0
12962,1303,Barclays,ACCT0012962,Revolving,AS AGREED,OPEN,2020-06-05,2020-09-29,2020-03-24,7500,7500,1420,0,0,0,0,TU,0.1893,5,0
12963,1303,Cavalry Portfolio,ACCT0012963,Auto,AS AGREED,OPEN,2020-04-12,2020-10-03,2020-08-01,52551,0,7538,0,0,0,0,EF,,7,0
12964,1303,Discover,ACCT0012964,Mortgage,AS AGREED,OPEN,2020-01-19,2020-10-07,2020-04-15,208863,208863,60173,-356,0,0,0,XP/TU,0.2881,10,0
12965,1303,Cavalry Portfolio,ACCT0012965,Mortgage,AS AGREED,OPEN,2014-06-06,2020-10-02,2020-04-04,521848,521848,410763,0,0,0,0,TU/EF,0.7871,77,0
12966,1303,Jefferson Capital,ACCT0012966,Installment,AS AGREED,OPEN,2017-10-22,2020-09-26,2020-05-11,64102,0,39177,0,0,0,0,XP/EF,,37,0
12967,1303,GTE Southwest,ACCT0012967,Auto,AS AGREED,OPEN,2016-11-04,2020-10-04,2020-09-03,7404,0,5546,0,0,0,0,TU,,48,0
12968,1303,Truist,ACCT0012968,Other,AS AGREED,OPEN,2013-08-02,2020-10-11,2020-08-11,2000,2000,1083,0,0,0,0,XP/TU,0.5415,87,0
12969,1303,Truist,ACCT0012969,Auto,AS AGREED,OPEN,2014-02-13,2020-10-27,2020-05-10,33613,0,3563,0,0,0,0,XP/TU/EF,,81,0
12970,1303,Ally Financial,ACCT0012970,Other,AS AGREED,OPEN,2017-08-19,2020-10-22,2020-08-17,1500,1500,1068,0,0,0,0,XP,0.712,39,0
12971,1303,American Express,ACCT0012971,Mortgage,AS AGREED,OPEN,2020-10-15,2020-09-22,2020-03-28,403651,403651,91613,0,0,0,0,EF,0.227,1,0
12972,1303,Navient,ACCT0012972,Installment,AS AGREED,OPEN,2012-08-19,2020-10-26,2020-06-15,57654,0,21744,0,0,0,0,EF,,99,0
12973,1303,Marcus by Goldman,ACCT0012973,Auto,AS AGREED,OPEN,2010-07-04,2020-09-28,2020-04-14,27959,0,13645,0,0,0,0,XP/TU/EF,,124,0
12974,1304,Citi,ACCT0012974,Other,AS AGREED,OPEN,2011-09-26,2021-04-21,2021-02-12,5000,5000,810,0,0,0,0,TU,0.162,115,0
12975,1304,Navy Federal,ACCT0012975,Other,AS AGREED,OPEN,2020-09-04,2021-04-15,2021-04-07,5000,5000,3610,0,0,0,0,TU/EF,0.722,7,0
12976,1304,Portfolio Recovery,ACCT0012976,Installment,AS AGREED,OPEN,2021-01-30,2021-03-27,2021-02-28,48692,0,26852,0,0,0,0,TU,,3,0
12977,1304,Toyota Motor Credit,ACCT0012977,Installment,PAID,CLOSED,2015-01-20,2021-03-27,2020-12-27,31929,0,0,0,0,0,0,XP/TU,,75,0
12978,1304,Wells Fargo,ACCT0012978,Auto,AS AGREED,OPEN,2020-11-23,2021-03-25,2020-10-17,58336,0,13193,0,0,0,0,XP/TU,,5,0
12979,1305,Fifth Third,ACCT0012979,Mortgage,COLLECTION,DEROGATORY,2020-07-06,2022-05-09,2021-11-06,443612,443612,336574,336574,2,3,0,TU,0.7587,23,1
12980,1305,Navy Federal,ACCT0012980,Other,AS AGREED,OPEN,2021-06-14,2022-05-29,2022-04-16,5000,5000,3500,0,0,0,0,XP/EF,0.7,12,0
12981,1305,Cavalry Portfolio,ACCT0012981,Revolving,AS AGREED,OPEN,2009-03-20,2022-06-02,2021-11-16,10000,10000,7462,0,0,0,0,XP/TU/EF,0.7462,159,0
12982,1305,Truist,ACCT0012982,Revolving,AS AGREED,OPEN,2010-07-13,2022-06-08,2021-12-15,10000,10000,3301,0,0,0,0,XP/EF,0.3301,143,0
12983,1305,Ally Financial,ACCT0012983,Other,AS AGREED,OPEN,2009-11-06,2022-05-18,2021-12-09,5000,5000,636,0,0,0,0,XP/TU,0.1272,151,0
12984,1305,Chase,ACCT0012984,Installment,AS AGREED,OPEN,2009-07-21,2022-05-09,2021-12-26,44792,0,5212,0,2,0,0,XP/TU,,155,0
12985,1305,Barclays,ACCT0012985,Mortgage,AS AGREED,OPEN,2019-07-04,2022-06-09,2022-02-26,276477,276477,68089,0,0,0,0,EF,0.2463,35,0
12986,1305,KeyBank,ACCT0012986,Auto,PAID,CLOSED,2019-12-09,2022-05-20,2021-11-12,45697,0,0,0,2,0,0,TU,,30,0
12987,1305,Wells Fargo,ACCT0012987,Revolving,AS AGREED,OPEN,2015-09-20,2022-05-12,2021-11-28,750,750,463,0,0,0,0,XP,0.6173,81,0
12988,1305,Discover,ACCT0012988,Auto,AS AGREED,OPEN,2018-03-11,2022-05-26,2022-01-23,10586,0,6035,0,0,0,0,EF,,51,0
12989,1306,Midland Credit,ACCT0012989,Revolving,CHARGE OFF,DEROGATORY,2013-05-05,2022-10-17,2022-04-19,5000,5000,4275,4275,5,5,2,TU/EF,0.855,113,1
12990,1306,Quicken Loans,ACCT0012990,Revolving,CLOSED,CLOSED,2021-09-25,2022-09-23,2022-07-08,750,750,0,0,2,0,0,TU,0.0,13,0
12991,1306,Pennymac,ACCT0012991,Revolving,AS AGREED,OPEN,2013-05-17,2022-09-21,2022-03-08,5000,5000,1916,0,0,0,0,XP,0.3832,113,0
12992,1306,Synchrony,ACCT0012992,Auto,AS AGREED,OPEN,2012-01-14,2022-09-29,2022-08-03,57471,0,17115,0,0,0,0,EF,,129,0
12993,1306,Wells Fargo,ACCT0012993,Revolving,AS AGREED,OPEN,2013-11-12,2022-10-09,2022-05-26,7500,7500,3830,0,0,0,0,EF,0.5107,107,0
12994,1306,Verizon,ACCT0012994,Revolving,AS AGREED,OPEN,2011-12-22,2022-09-09,2022-03-29,2000,2000,637,0,0,0,0,XP/TU,0.3185,130,0
12995,1306,USAA,ACCT0012995,Revolving,AS AGREED,OPEN,2017-05-07,2022-09-10,2022-08-17,2000,2000,993,0,0,0,0,XP/TU,0.4965,65,0
12996,1307,Upgrade,ACCT0012996,Auto,CUR WAS 60,DEROGATORY,2019-03-08,2023-06-09,2023-02-28,53488,0,18377,2596,1,3,0,XP/TU/EF,,52,1
12997,1307,Verizon,ACCT0012997,Mortgage,AS AGREED,OPEN,2011-03-21,2023-06-26,2023-03-08,547102,547102,175518,0,0,0,0,XP/EF,0.3208,148,0
12998,1307,Jefferson Capital,ACCT0012998,Revolving,AS AGREED,OPEN,2017-05-23,2023-06-15,2022-12-15,500,500,273,0,2,0,0,EF,0.546,74,0
12999,1307,Capital One,ACCT0012999,Auto,AS AGREED,OPEN,2017-03-27,2023-06-21,2023-05-23,23125,0,10912,0,0,0,0,TU,,76,0
13000,1307,TD Bank,ACCT0013000,Mortgage,AS AGREED,OPEN,2020-10-15,2023-06-10,2022-11-22,113571,113571,60291,0,0,0,0,XP,0.5309,33,0
13001,1307,Fifth Third,ACCT0013001,Auto,AS AGREED,OPEN,2010-01-07,2023-07-15,2023-07-01,55730,0,22074,0,0,0,0,XP,,162,0
13002,1308,Marcus by Goldman,ACCT0013002,Revolving,AS AGREED,OPEN,2022-12-21,2023-06-25,2022-12-09,7500,7500,295,0,0,0,0,TU,0.0393,7,0
13003,1308,Chase,ACCT0013003,Installment,AS AGREED,OPEN,2021-03-12,2023-07-21,2023-02-14,59979,0,51223,0,0,0,0,XP/EF,,28,0
13004,1308,Pennymac,ACCT0013004,Revolving,AS AGREED,OPEN,2013-03-05,2023-07-19,2023-05-04,10000,10000,1960,0,0,0,0,XP/TU,0.196,124,0
13005,1308,Ally Financial,ACCT0013005,Other,AS AGREED,OPEN,2018-10-03,2023-06-19,2023-04-12,10000,10000,7412,0,0,0,0,TU,0.7412,57,0
13006,1308,Bank of America,ACCT0013006,Revolving,AS AGREED,OPEN,2010-09-11,2023-07-20,2023-03-21,1500,1500,236,0,0,0,0,TU,0.1573,154,0
13007,1308,Rocket Mortgage,ACCT0013007,Other,AS AGREED,OPEN,2019-10-19,2023-06-10,2023-05-12,750,750,126,0,0,0,0,XP/TU,0.168,45,0
13008,1308,AT&T,ACCT0013008,Auto,PAID,CLOSED,2021-08-31,2023-06-12,2023-01-28,43310,0,0,0,0,0,0,TU,,23,0
13009,1308,GEMB/JCP,ACCT0013009,Mortgage,AS AGREED,OPEN,2010-08-29,2023-06-17,2023-05-06,271537,271537,101036,0,0,0,0,EF,0.3721,155,0
13010,1308,Sallie Mae,ACCT0013010,Revolving,AS AGREED,OPEN,2010-03-03,2023-07-08,2023-06-08,750,750,83,0,0,0,0,XP/TU/EF,0.1107,160,0
13011,1308,Capital One,ACCT0013011,Auto,AS AGREED,OPEN,2019-11-02,2023-07-12,2023-04-17,63864,0,8691,-78,0,0,0,XP/EF,,44,0
13012,1308,Ford Motor Credit,ACCT0013012,Auto,AS AGREED,OPEN,2009-03-22,2023-06-08,2023-01-27,50145,0,36339,0,0,0,0,XP/EF,,172,0
13013,1308,American Express,ACCT0013013,Installment,PAID,CLOSED,2019-03-25,2023-06-28,2023-06-23,12680,0,0,-206,0,0,0,EF,,52,0
13014,1308,LendingClub,ACCT0013014,Auto,AS AGREED,OPEN,2022-01-16,2023-07-15,2023-07-04,61655,0,40508,0,0,0,0,XP/EF,,18,0
13015,1309,Synchrony,ACCT0013015,Installment,CUR WAS 30,DEROGATORY,2011-01-17,2021-06-20,2021-06-01,9411,0,2896,158,2,0,0,EF,,125,1
13016,1309,Synchrony,ACCT0013016,Revolving,AS AGREED,OPEN,2020-12-17,2021-05-29,2021-05-17,300,300,183,0,0,0,0,TU,0.61,6,0
13017,1309,Pennymac,ACCT0013017,Mortgage,AS AGREED,OPEN,2012-10-15,2021-05-27,2021-02-16,338543,338543,241559,0,0,0,0,XP/EF,0.7135,104,0
13018,1309,Portfolio Recovery,ACCT0013018,Auto,AS AGREED,OPEN,2011-10-04,2021-06-16,2021-01-19,53283,0,14498,0,0,0,0,EF,,116,0
13019,1309,Chase,ACCT0013019,Installment,PAID,CLOSED,2015-09-11,2021-06-14,2020-12-19,39126,0,0,0,0,0,0,XP/TU/EF,,69,0
13020,1309,Regions Bank,ACCT0013020,Mortgage,AS AGREED,OPEN,2011-05-26,2021-06-12,2021-03-08,596753,596753,231062,0,0,0,0,XP/TU/EF,0.3872,121,0
13021,1309,HSBC,ACCT0013021,Auto,AS AGREED,OPEN,2021-02-06,2021-05-31,2021-04-23,28631,0,10201,0,0,0,0,EF,,4,0
13022,1309,Toyota Motor Credit,ACCT0013022,Other,AS AGREED,OPEN,2014-02-09,2021-06-09,2021-02-09,1000,1000,556,0,0,0,0,XP/TU/EF,0.556,88,0
13023,1309,Regions Bank,ACCT0013023,Mortgage,AS AGREED,OPEN,2020-04-07,2021-05-19,2021-05-11,211780,211780,144028,0,0,0,0,XP,0.6801,14,0
13024,1309,Quicken Loans,ACCT0013024,Other,AS AGREED,OPEN,2018-04-28,2021-06-24,2021-05-28,10000,10000,6346,0,1,0,0,XP/TU/EF,0.6346,38,0
13025,1309,GEMB/JCP,ACCT0013025,Revolving,AS AGREED,OPEN,2021-04-01,2021-06-12,2021-03-28,10000,10000,7050,0,0,0,0,XP/TU/EF,0.705,2,0
13026,1309,Upgrade,ACCT0013026,Auto,AS AGREED,OPEN,2009-09-13,2021-06-08,2021-05-22,11795,0,5121,0,0,0,0,EF,,141,0
13027,1309,LVNV Funding,ACCT0013027,Other,AS AGREED,OPEN,2009-07-21,2021-06-09,2021-05-20,1500,1500,828,0,0,0,0,XP/EF,0.552,143,0
13028,1309,Rocket Mortgage,ACCT0013028,Installment,AS AGREED,OPEN,2016-03-04,2021-05-22,2021-01-27,10407,0,7198,0,0,0,0,XP/TU,,63,0
13029,1309,Jefferson Capital,ACCT0013029,Auto,AS AGREED,OPEN,2016-08-31,2021-05-24,2021-02-23,9594,0,7296,0,0,0,0,TU,,58,0
13030,1310,Citi,ACCT0013030,Other,CUR WAS 60,DEROGATORY,2020-05-08,2021-10-13,2021-08-15,15000,15000,3045,728,1,3,0,XP/TU/EF,0.203,18,1
13031,1310,Santander,ACCT0013031,Other,AS AGREED,OPEN,2020-06-01,2021-10-09,2021-08-04,2000,2000,202,0,1,0,0,EF,0.101,17,0
13032,1310,LendingClub,ACCT0013032,Other,AS AGREED,OPEN,2021-06-03,2021-10-31,2021-06-02,7500,7500,5690,0,0,0,0,XP/TU,0.7587,5,0
13033,1310,KeyBank,ACCT0013033,Revolving,AS AGREED,OPEN,2011-05-08,2021-10-09,2021-04-24,750,750,268,-185,0,0,0,TU/EF,0.3573,126,0
13034,1310,TD Bank,ACCT0013034,Mortgage,AS AGREED,OPEN,2010-03-18,2021-11-03,2021-05-03,435368,435368,436081,0,0,0,0,TU/EF,0.1811,140,0
13035,1310,Chase,ACCT0013035,Mortgage,AS AGREED,OPEN,2015-09-12,2021-10-23,2021-09-29,505770,505770,424426,0,0,0,0,XP/TU,0.8392,74,0
13036,1310,Verizon,ACCT0013036,Installment,AS AGREED,OPEN,2019-06-22,2021-10-02,2021-05-01,12134,0,7371,0,0,0,0,XP/EF,,29,0
13037,1310,GEMB/JCP,ACCT0013037,Auto,AS AGREED,OPEN,2012-02-14,2021-10-20,2021-08-12,9253,0,5709,0,0,0,0,EF,,117,0
13038,1310,GEMB/JCP,ACCT0013038,Revolving,PAID,CLOSED,2012-06-29,2021-09-21,2021-03-16,300,300,0,0,0,0,0,XP/EF,0.0,113,0
13039,1310,SoFi,ACCT0013039,Mortgage,AS AGREED,OPEN,2013-07-14,2021-10-05,2021-05-06,431578,431578,304914,0,0,0,0,EF,0.7065,100,0
13040,1310,Chase,ACCT0013040,Revolving,AS AGREED,OPEN,2014-11-17,2021-10-10,2021-09-21,7500,7500,4904,0,0,0,0,XP,0.6539,84,0
13041,1310,GEMB/JCP,ACCT0013041,Installment,CLOSED,CLOSED,2020-09-06,2021-10-26,2021-04-17,22907,0,0,0,0,0,0,,,14,0
13042,1310,Cavalry Portfolio,ACCT0013042,Installment,AS AGREED,OPEN,2019-03-01,2021-10-05,2021-04-08,63741,0,47978,0,0,0,0,XP,,32,0
13043,1310,Navient,ACCT0013043,Installment,AS AGREED,OPEN,2018-12-09,2021-09-19,2021-06-03,28169,0,23951,0,0,0,0,XP/TU/EF,,35,0
13044,1311,Fifth Third,ACCT0013044,Auto,CUR WAS 60,DEROGATORY,2021-11-13,2022-05-08,2022-03-14,27644,0,15133,1597,2,2,0,XP/TU,,6,1
13045,1311,Midland Credit,ACCT0013045,Mortgage,AS AGREED,OPEN,2020-11-04,2022-05-25,2021-12-06,450558,450558,74975,0,0,0,0,XP/TU/EF,0.1664,18,0
13046,1311,Truist,ACCT0013046,Auto,AS AGREED,OPEN,2017-06-22,2022-05-03,2022-04-25,11059,0,1288,0,0,0,0,EF,,59,0
13047,1311,Truist,ACCT0013047,Auto,AS AGREED,OPEN,2010-04-18,2022-04-12,2021-11-16,40962,0,10942,0,0,0,0,EF,,145,0
13048,1311,Synchrony,ACCT0013048,Mortgage,AS AGREED,OPEN,2010-03-13,2022-04-19,2021-12-10,134990,134990,79412,0,0,0,0,EF,0.5883,146,0
13049,1312,Verizon,ACCT0013049,Installment,CUR WAS 90,DEROGATORY,2022-03-11,2022-05-16,2021-11-10,21789,0,16655,1220,2,3,1,TU,,3,1
13050,1312,AT&T,ACCT0013050,Revolving,AS AGREED,OPEN,2014-01-03,2022-06-01,2022-02-06,2000,2000,1247,0,0,0,0,XP,0.6235,101,0
13051,1312,Midland Credit,ACCT0013051,Revolving,AS AGREED,OPEN,2022-03-11,2022-04-26,2021-11-03,3000,3000,1162,0,0,0,0,TU/EF,0.3873,3,0
13052,1312,Rocket Mortgage,ACCT0013052,Revolving,PAID,CLOSED,2009-01-04,2022-04-27,2022-02-25,7500,7500,0,0,0,0,0,TU/EF,0.0,161,0
13053,1312,LendingClub,ACCT0013053,Revolving,AS AGREED,OPEN,2012-09-18,2022-05-22,2022-01-21,750,750,321,0,0,0,0,XP/TU,0.428,117,0
13054,1312,PNC Bank,ACCT0013054,Auto,AS AGREED,OPEN,2013-03-17,2022-05-29,2022-04-22,54443,0,25859,0,0,0,0,EF,,111,0
13055,1312,American Express,ACCT0013055,Auto,AS AGREED,OPEN,2019-12-06,2022-05-26,2022-05-21,63792,0,43080,0,0,0,0,XP,,30,0
13056,1313,Toyota Motor Credit,ACCT0013056,Revolving,AS AGREED,OPEN,2018-03-19,2023-10-20,2023-04-28,1000,1000,235,0,0,0,0,TU/EF,0.235,68,0
13057,1313,Bank of America,ACCT0013057,Mortgage,AS AGREED,OPEN,2023-01-12,2023-10-17,2023-04-15,319410,319410,218449,0,0,0,0,EF,0.6839,10,0
13058,1313,Midland Credit,ACCT0013058,Mortgage,AS AGREED,OPEN,2011-09-05,2023-11-04,2023-06-29,253876,253876,210885,0,0,0,0,XP/TU,0.8307,146,0
13059,1313,Capital One,ACCT0013059,Installment,AS AGREED,OPEN,2022-11-08,2023-10-27,2023-06-29,29026,0,17210,0,0,0,0,EF,,12,0
13060,1313,SoFi,ACCT0013060,Mortgage,AS AGREED,OPEN,2015-02-28,2023-10-13,2023-08-24,482404,482404,299892,0,0,0,0,XP,0.6217,105,0
13061,1313,TD Bank,ACCT0013061,Installment,AS AGREED,OPEN,2023-10-26,2023-10-23,2023-09-18,53053,0,26664,0,0,0,0,XP,,1,0
13062,1313,Barclays,ACCT0013062,Auto,AS AGREED,OPEN,2015-01-21,2023-10-30,2023-10-06,57907,0,6589,0,0,0,0,XP,,106,0
13063,1313,SoFi,ACCT0013063,Revolving,AS AGREED,OPEN,2015-02-28,2023-10-26,2023-08-07,500,500,23,0,0,0,0,TU/EF,0.046,105,0
13064,1314,KeyBank,ACCT0013064,Other,PAID,CLOSED,2020-05-13,2024-02-01,2023-08-06,300,300,0,0,0,0,0,XP/EF,0.0,46,0
13065,1314,Ford Motor Credit,ACCT0013065,Revolving,CLOSED,CLOSED,2021-12-24,2024-01-29,2023-12-01,750,750,0,0,0,0,0,XP/EF,0.0,27,0
13066,1314,Marcus by Goldman,ACCT0013066,Revolving,AS AGREED,OPEN,2018-02-16,2024-01-22,2023-08-28,2000,2000,260,0,0,0,0,XP/TU/EF,0.13,73,0
13067,1314,Navy Federal,ACCT0013067,Auto,PAID,CLOSED,2017-08-30,2024-01-29,2024-01-24,17483,0,0,0,0,0,0,XP,,79,0
13068,1314,Rocket Mortgage,ACCT0013068,Installment,AS AGREED,OPEN,2018-06-23,2024-02-20,2023-11-04,15899,0,12619,0,0,0,0,XP/TU,,69,0
13069,1314,Regions Bank,ACCT0013069,Installment,AS AGREED,OPEN,2021-01-23,2024-02-19,2023-10-07,53587,0,33779,0,0,0,0,XP,,38,0
13070,1314,LVNV Funding,ACCT0013070,Auto,AS AGREED,OPEN,2012-02-29,2024-02-05,2023-11-21,64668,0,6764,0,0,0,0,TU,,145,0
13071,1314,American Express,ACCT0013071,Revolving,AS AGREED,OPEN,2011-03-12,2024-03-01,2024-01-08,750,750,83,0,0,0,0,XP/EF,0.1107,156,0
